Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,NPS
ID1234,Stewart,2021-01-23,9:40:19,Admin Support,Y,Y,116.0,162.0,6.0,,,,,-100
ID1235,Becky,2021-01-23,9:51:50,Payment related,Y,N,112.0,378.0,4.0,,,,,-100
ID1236,Dan,2021-01-23,9:51:50,Streaming,Y,Y,53.0,346.0,8.0,,,,,0
ID1237,Diane,2021-01-23,9:57:36,Admin Support,Y,Y,12.0,331.0,6.0,,,,,-100
ID1238,Joe,2021-01-23,9:57:36,Technical Support,Y,N,120.0,54.0,8.0,,,,,0
ID1240,Dan,2021-01-23,10:49:26,Technical Support,Y,Y,118.0,169.0,8.0,,,,,0
ID1241,Jim,2021-01-23,11:00:58,Contract related,Y,Y,121.0,169.0,4.0,,,,,-100
ID1242,Martha,2021-01-23,11:00:58,Streaming,Y,Y,83.0,408.0,10.0,,,,,100
ID1243,Joe,2021-01-23,11:18:14,Streaming,Y,Y,84.0,81.0,10.0,,,,,100
ID1244,Becky,2021-01-23,11:18:14,Payment related,Y,N,63.0,300.0,8.0,,,,,0
ID1245,Jim,2021-01-23,11:29:46,Technical Support,Y,Y,33.0,209.0,6.0,,,,,-100
ID1247,Greg,2021-01-23,11:32:38,Admin Support,Y,N,10.0,61.0,10.0,,,,,100
ID1248,Joe,2021-01-23,11:32:38,Admin Support,Y,Y,100.0,42.0,10.0,,,,,100
ID1249,Diane,2021-01-23,11:35:31,Contract related,Y,Y,110.0,303.0,10.0,,,,,100
ID1250,Stewart,2021-01-23,11:35:31,Payment related,Y,Y,28.0,316.0,4.0,,,,,-100
ID1251,Joe,2021-01-23,11:36:58,Admin Support,Y,Y,74.0,75.0,6.0,,,,,-100
ID1252,Jim,2021-01-23,11:36:58,Admin Support,Y,Y,18.0,81.0,6.0,,,,,-100
ID1253,Becky,2021-01-23,11:44:10,Streaming,Y,Y,22.0,372.0,6.0,,,,,-100
ID1255,Martha,2021-01-23,11:55:41,Contract related,Y,Y,15.0,217.0,6.0,,,,,-100
ID1256,Martha,2021-01-23,11:55:41,Admin Support,Y,Y,120.0,252.0,4.0,,,,,-100
ID1257,Martha,2021-01-23,12:14:24,Contract related,Y,Y,26.0,227.0,6.0,,,,,-100
ID1258,Diane,2021-01-23,12:14:24,Payment related,Y,Y,33.0,104.0,10.0,,,,,100
ID1259,Dan,2021-01-23,12:43:12,Streaming,Y,Y,18.0,74.0,8.0,,,,,0
ID1260,Greg,2021-01-23,12:43:12,Payment related,Y,Y,29.0,355.0,10.0,,,,,100
ID1261,Greg,2021-01-23,12:54:43,Payment related,Y,Y,89.0,94.0,4.0,,,,,-100
ID1263,Diane,2021-01-23,13:33:36,Admin Support,Y,Y,44.0,192.0,10.0,,,,,100
ID1264,Diane,2021-01-23,13:33:36,Contract related,Y,N,62.0,213.0,8.0,,,,,0
ID1265,Dan,2021-01-23,13:37:55,Admin Support,Y,Y,29.0,110.0,10.0,,,,,100
ID1266,Joe,2021-01-23,13:37:55,Admin Support,Y,Y,10.0,402.0,10.0,,,,,100
ID1267,Dan,2021-01-23,14:13:55,Payment related,Y,Y,75.0,120.0,8.0,,,,,0
ID1269,Dan,2021-01-23,14:52:48,Technical Support,Y,Y,33.0,66.0,10.0,,,,,100
ID1271,Becky,2021-01-23,16:01:55,Payment related,Y,N,56.0,118.0,8.0,,,,,0
ID1273,Stewart,2021-01-23,16:13:26,Contract related,Y,N,31.0,31.0,6.0,,,,,-100
ID1274,Greg,2021-01-23,16:13:26,Streaming,Y,Y,56.0,80.0,4.0,,,,,-100
ID1275,Jim,2021-01-23,16:37:55,Payment related,Y,Y,53.0,103.0,8.0,,,,,0
ID1276,Diane,2021-01-23,16:37:55,Technical Support,Y,Y,12.0,348.0,6.0,,,,,-100
ID1277,Stewart,2021-01-23,16:45:07,Streaming,Y,Y,53.0,363.0,6.0,,,,,-100
ID1278,Diane,2021-01-23,16:45:07,Streaming,Y,Y,116.0,298.0,6.0,,,,,-100
ID1279,Joe,2021-01-23,17:24:00,Payment related,Y,Y,19.0,71.0,8.0,,,,,0
ID1281,Joe,2021-01-23,17:41:17,Streaming,Y,Y,74.0,354.0,4.0,,,,,-100
ID1282,Greg,2021-01-23,17:41:17,Streaming,Y,Y,85.0,164.0,6.0,,,,,-100
ID1286,Diane,2021-01-24,9:05:46,Streaming,Y,Y,48.0,396.0,4.0,,,,,-100
ID1287,Joe,2021-01-24,9:05:46,Payment related,Y,Y,57.0,272.0,6.0,,,,,-100
ID1288,Jim,2021-01-24,9:05:46,Admin Support,Y,N,116.0,309.0,6.0,,,,,-100
ID1289,Greg,2021-01-24,9:12:58,Admin Support,Y,Y,21.0,50.0,2.0,,,,,-100
ID1290,Martha,2021-01-24,9:12:58,Contract related,Y,Y,87.0,131.0,6.0,,,,,-100
ID1291,Joe,2021-01-24,9:20:10,Technical Support,Y,Y,42.0,236.0,6.0,,,,,-100
ID1292,Greg,2021-01-24,9:20:10,Technical Support,Y,Y,86.0,88.0,2.0,,,,,-100
ID1293,Joe,2021-01-24,9:24:29,Payment related,Y,Y,95.0,185.0,10.0,,,,,100
ID1295,Jim,2021-01-24,9:54:43,Technical Support,Y,Y,109.0,347.0,6.0,,,,,-100
ID1297,Greg,2021-01-24,10:03:22,Admin Support,Y,Y,104.0,335.0,4.0,,,,,-100
ID1298,Martha,2021-01-24,10:03:22,Payment related,Y,Y,123.0,115.0,2.0,,,,,-100
ID1299,Martha,2021-01-24,10:04:48,Streaming,Y,Y,72.0,311.0,10.0,,,,,100
ID1301,Stewart,2021-01-24,10:04:48,Contract related,Y,N,28.0,52.0,8.0,,,,,0
ID1302,Dan,2021-01-24,10:04:48,Streaming,Y,Y,124.0,193.0,8.0,,,,,0
ID1303,Jim,2021-01-24,10:29:17,Payment related,Y,Y,16.0,275.0,8.0,,,,,0
ID1305,Joe,2021-01-24,10:32:10,Admin Support,Y,Y,125.0,31.0,6.0,,,,,-100
ID1307,Dan,2021-01-24,11:11:02,Contract related,Y,Y,61.0,185.0,6.0,,,,,-100
ID1308,Diane,2021-01-24,11:11:02,Streaming,Y,Y,55.0,390.0,2.0,,,,,-100
ID1309,Becky,2021-01-24,11:42:43,Technical Support,Y,Y,41.0,234.0,8.0,,,,,0
ID1310,Greg,2021-01-24,11:42:43,Contract related,Y,Y,81.0,379.0,6.0,,,,,-100
ID1311,Stewart,2021-01-24,12:21:36,Contract related,Y,Y,112.0,223.0,6.0,,,,,-100
ID1312,Diane,2021-01-24,12:21:36,Streaming,Y,Y,58.0,259.0,8.0,,,,,0
ID1313,Jim,2021-01-24,12:25:55,Streaming,Y,N,61.0,42.0,10.0,,,,,100
ID1314,Becky,2021-01-24,12:25:55,Payment related,Y,Y,51.0,404.0,6.0,,,,,-100
ID1315,Jim,2021-01-24,13:00:29,Streaming,Y,Y,102.0,239.0,8.0,,,,,0
ID1316,Joe,2021-01-24,13:00:29,Payment related,Y,Y,19.0,343.0,8.0,,,,,0
ID1317,Dan,2021-01-24,13:13:26,Streaming,Y,Y,33.0,186.0,4.0,,,,,-100
ID1318,Joe,2021-01-24,13:13:26,Technical Support,Y,Y,113.0,364.0,6.0,,,,,-100
ID1319,Diane,2021-01-24,14:15:22,Technical Support,Y,Y,28.0,230.0,10.0,,,,,100
ID1320,Dan,2021-01-24,14:15:22,Technical Support,Y,Y,46.0,283.0,2.0,,,,,-100
ID1321,Joe,2021-01-24,14:45:36,Technical Support,Y,Y,76.0,69.0,6.0,,,,,-100
ID1322,Diane,2021-01-24,14:45:36,Technical Support,Y,Y,124.0,189.0,4.0,,,,,-100
ID1323,Martha,2021-01-24,14:47:02,Technical Support,Y,Y,96.0,270.0,4.0,,,,,-100
ID1324,Greg,2021-01-24,14:47:02,Streaming,Y,N,110.0,303.0,10.0,,,,,100
ID1325,Dan,2021-01-24,15:48:58,Payment related,Y,Y,116.0,219.0,10.0,,,,,100
ID1326,Dan,2021-01-24,15:48:58,Payment related,Y,Y,14.0,371.0,10.0,,,,,100
ID1327,Stewart,2021-01-24,15:59:02,Admin Support,Y,Y,53.0,361.0,8.0,,,,,0
ID1328,Joe,2021-01-24,15:59:02,Streaming,Y,Y,37.0,289.0,4.0,,,,,-100
ID1329,Greg,2021-01-24,16:01:55,Admin Support,Y,Y,68.0,43.0,2.0,,,,,-100
ID1330,Greg,2021-01-24,16:01:55,Streaming,Y,Y,43.0,190.0,6.0,,,,,-100
ID1331,Greg,2021-01-24,16:45:07,Technical Support,Y,Y,19.0,141.0,6.0,,,,,-100
ID1332,Stewart,2021-01-24,16:45:07,Technical Support,Y,Y,47.0,266.0,6.0,,,,,-100
ID1334,Greg,2021-01-24,17:16:48,Payment related,Y,Y,84.0,381.0,8.0,,,,,0
ID1335,Jim,2021-01-24,17:25:26,Payment related,Y,Y,17.0,155.0,2.0,,,,,-100
ID1336,Becky,2021-01-24,17:25:26,Payment related,Y,Y,116.0,77.0,8.0,,,,,0
ID1337,Diane,2021-01-24,17:54:14,Admin Support,Y,Y,22.0,106.0,8.0,,,,,0
ID1338,Jim,2021-01-24,17:54:14,Technical Support,Y,Y,10.0,373.0,8.0,,,,,0
ID1339,Dan,2021-01-25,9:15:50,Streaming,Y,Y,76.0,92.0,8.0,,,,,0
ID1340,Joe,2021-01-25,9:15:50,Payment related,Y,Y,104.0,396.0,8.0,,,,,0
ID1341,Jim,2021-01-25,9:25:55,Streaming,Y,Y,44.0,410.0,6.0,,,,,-100
ID1342,Jim,2021-01-25,9:25:55,Admin Support,Y,Y,24.0,220.0,10.0,,,,,100
ID1343,Dan,2021-01-25,9:33:07,Technical Support,Y,Y,40.0,417.0,6.0,,,,,-100
ID1344,Becky,2021-01-25,9:33:07,Payment related,Y,Y,57.0,345.0,8.0,,,,,0
ID1345,Stewart,2021-01-25,9:37:26,Technical Support,Y,Y,19.0,383.0,6.0,,,,,-100
ID1346,Martha,2021-01-25,9:37:26,Streaming,Y,Y,55.0,395.0,6.0,,,,,-100
ID1347,Martha,2021-01-25,10:10:34,Contract related,Y,Y,102.0,313.0,10.0,,,,,100
ID1348,Joe,2021-01-25,10:10:34,Payment related,Y,N,123.0,38.0,6.0,,,,,-100
ID1351,Joe,2021-01-25,10:42:14,Streaming,Y,Y,115.0,358.0,8.0,,,,,0
ID1352,Dan,2021-01-25,10:42:14,Technical Support,Y,Y,53.0,365.0,10.0,,,,,100
ID1353,Diane,2021-01-25,11:03:50,Technical Support,Y,Y,61.0,125.0,10.0,,,,,100
ID1354,Diane,2021-01-25,11:03:50,Technical Support,Y,Y,99.0,333.0,10.0,,,,,100
ID1356,Greg,2021-01-25,11:42:43,Payment related,Y,N,57.0,146.0,6.0,,,,,-100
ID1357,Diane,2021-01-25,11:48:29,Contract related,Y,Y,24.0,283.0,6.0,,,,,-100
ID1358,Stewart,2021-01-25,11:48:29,Contract related,Y,Y,75.0,103.0,8.0,,,,,0
ID1359,Joe,2021-01-25,11:54:14,Contract related,Y,Y,72.0,331.0,8.0,,,,,0
ID1360,Stewart,2021-01-25,11:54:14,Payment related,Y,Y,73.0,194.0,8.0,,,,,0
ID1361,Martha,2021-01-25,11:54:14,Payment related,Y,N,105.0,185.0,8.0,,,,,0
ID1362,Greg,2021-01-25,11:54:14,Technical Support,Y,Y,75.0,225.0,6.0,,,,,-100
ID1363,Becky,2021-01-25,12:00:00,Payment related,Y,Y,29.0,289.0,8.0,,,,,0
ID1364,Stewart,2021-01-25,12:00:00,Technical Support,Y,Y,41.0,103.0,2.0,,,,,-100
ID1365,Martha,2021-01-25,12:10:05,Admin Support,Y,Y,93.0,191.0,8.0,,,,,0
ID1367,Dan,2021-01-25,12:12:58,Admin Support,Y,Y,73.0,335.0,6.0,,,,,-100
ID1369,Greg,2021-01-25,12:18:43,Payment related,Y,Y,112.0,81.0,8.0,,,,,0
ID1370,Diane,2021-01-25,12:18:43,Payment related,Y,Y,37.0,339.0,8.0,,,,,0
ID1371,Greg,2021-01-25,12:21:36,Contract related,Y,Y,59.0,350.0,10.0,,,,,100
ID1373,Becky,2021-01-25,12:21:36,Technical Support,Y,Y,56.0,83.0,6.0,,,,,-100
ID1374,Greg,2021-01-25,12:21:36,Contract related,Y,Y,56.0,312.0,6.0,,,,,-100
ID1376,Stewart,2021-01-25,12:43:12,Admin Support,Y,Y,43.0,390.0,10.0,,,,,100
ID1377,Dan,2021-01-25,12:53:17,Payment related,Y,Y,80.0,369.0,4.0,,,,,-100
ID1378,Jim,2021-01-25,12:53:17,Admin Support,Y,Y,66.0,363.0,6.0,,,,,-100
ID1379,Becky,2021-01-25,14:11:02,Contract related,Y,Y,54.0,251.0,6.0,,,,,-100
ID1380,Joe,2021-01-25,14:11:02,Streaming,Y,Y,94.0,303.0,4.0,,,,,-100
ID1382,Martha,2021-01-25,14:11:02,Streaming,Y,Y,24.0,244.0,8.0,,,,,0
ID1384,Martha,2021-01-25,14:12:29,Contract related,Y,Y,108.0,396.0,6.0,,,,,-100
ID1385,Joe,2021-01-25,14:26:53,Payment related,Y,Y,106.0,54.0,6.0,,,,,-100
ID1387,Becky,2021-01-25,14:34:05,Payment related,Y,Y,111.0,363.0,6.0,,,,,-100
ID1388,Joe,2021-01-25,14:34:05,Admin Support,Y,Y,56.0,198.0,6.0,,,,,-100
ID1389,Dan,2021-01-25,15:04:19,Contract related,Y,Y,78.0,310.0,8.0,,,,,0
ID1390,Stewart,2021-01-25,15:04:19,Streaming,Y,Y,15.0,130.0,6.0,,,,,-100
ID1392,Martha,2021-01-25,15:05:46,Streaming,Y,Y,50.0,32.0,6.0,,,,,-100
ID1393,Dan,2021-01-25,15:20:10,Streaming,Y,Y,53.0,228.0,6.0,,,,,-100
ID1394,Joe,2021-01-25,15:20:10,Technical Support,Y,Y,106.0,395.0,2.0,,,,,-100
ID1395,Diane,2021-01-25,15:51:50,Admin Support,Y,Y,44.0,357.0,10.0,,,,,100
ID1397,Greg,2021-01-25,15:53:17,Admin Support,Y,Y,31.0,293.0,6.0,,,,,-100
ID1398,Joe,2021-01-25,15:53:17,Admin Support,Y,Y,41.0,302.0,10.0,,,,,100
ID1399,Becky,2021-01-25,16:13:26,Streaming,Y,Y,109.0,346.0,6.0,,,,,-100
ID1400,Martha,2021-01-25,16:13:26,Admin Support,Y,Y,13.0,69.0,6.0,,,,,-100
ID1401,Diane,2021-01-25,17:32:38,Payment related,Y,Y,19.0,398.0,10.0,,,,,100
ID1402,Stewart,2021-01-25,17:32:38,Contract related,Y,Y,76.0,344.0,10.0,,,,,100
ID1403,Becky,2021-01-26,9:05:46,Contract related,Y,Y,86.0,62.0,8.0,,,,,0
ID1404,Martha,2021-01-26,9:05:46,Contract related,Y,Y,63.0,145.0,8.0,,,,,0
ID1405,Dan,2021-01-26,9:30:14,Payment related,Y,Y,113.0,51.0,10.0,,,,,100
ID1406,Greg,2021-01-26,9:30:14,Admin Support,Y,Y,84.0,77.0,6.0,,,,,-100
ID1407,Jim,2021-01-26,9:41:46,Admin Support,Y,N,41.0,206.0,8.0,,,,,0
ID1408,Becky,2021-01-26,9:41:46,Payment related,Y,Y,13.0,233.0,6.0,,,,,-100
ID1410,Jim,2021-01-26,9:51:50,Payment related,Y,Y,79.0,170.0,6.0,,,,,-100
ID1411,Diane,2021-01-26,10:27:50,Contract related,Y,Y,103.0,151.0,6.0,,,,,-100
ID1412,Diane,2021-01-26,10:27:50,Contract related,Y,Y,68.0,138.0,6.0,,,,,-100
ID1413,Diane,2021-01-26,10:40:48,Contract related,Y,Y,57.0,329.0,4.0,,,,,-100
ID1415,Diane,2021-01-26,10:50:53,Payment related,Y,Y,72.0,91.0,6.0,,,,,-100
ID1416,Stewart,2021-01-26,10:50:53,Streaming,Y,Y,53.0,352.0,10.0,,,,,100
ID1417,Becky,2021-01-26,10:52:19,Contract related,Y,Y,16.0,215.0,2.0,,,,,-100
ID1418,Becky,2021-01-26,10:52:19,Technical Support,Y,Y,77.0,102.0,6.0,,,,,-100
ID1419,Dan,2021-01-26,10:59:31,Payment related,Y,Y,68.0,408.0,10.0,,,,,100
ID1420,Dan,2021-01-26,10:59:31,Streaming,Y,Y,50.0,166.0,8.0,,,,,0
ID1422,Dan,2021-01-26,11:19:41,Payment related,Y,Y,68.0,316.0,6.0,,,,,-100
ID1423,Diane,2021-01-26,11:47:02,Streaming,Y,Y,39.0,232.0,10.0,,,,,100
ID1424,Diane,2021-01-26,11:47:02,Contract related,Y,Y,78.0,395.0,8.0,,,,,0
ID1425,Diane,2021-01-26,12:48:58,Streaming,Y,Y,106.0,112.0,6.0,,,,,-100
ID1427,Dan,2021-01-26,12:50:24,Admin Support,Y,Y,66.0,44.0,6.0,,,,,-100
ID1428,Greg,2021-01-26,12:50:24,Technical Support,Y,Y,120.0,261.0,10.0,,,,,100
ID1429,Stewart,2021-01-26,12:56:10,Streaming,Y,Y,115.0,147.0,6.0,,,,,-100
ID1430,Stewart,2021-01-26,12:56:10,Payment related,Y,Y,28.0,277.0,8.0,,,,,0
ID1431,Dan,2021-01-26,13:04:48,Streaming,Y,Y,57.0,90.0,6.0,,,,,-100
ID1432,Diane,2021-01-26,13:04:48,Streaming,Y,Y,110.0,317.0,4.0,,,,,-100
ID1433,Dan,2021-01-26,13:04:48,Technical Support,Y,Y,103.0,171.0,8.0,,,,,0
ID1434,Jim,2021-01-26,13:04:48,Technical Support,Y,Y,94.0,372.0,10.0,,,,,100
ID1435,Jim,2021-01-26,14:08:10,Streaming,Y,Y,61.0,287.0,10.0,,,,,100
ID1437,Jim,2021-01-26,14:18:14,Streaming,Y,Y,77.0,266.0,4.0,,,,,-100
ID1438,Greg,2021-01-26,14:18:14,Contract related,Y,Y,56.0,224.0,8.0,,,,,0
ID1439,Diane,2021-01-26,14:26:53,Admin Support,Y,Y,65.0,402.0,10.0,,,,,100
ID1440,Becky,2021-01-26,14:26:53,Technical Support,Y,Y,99.0,342.0,6.0,,,,,-100
ID1441,Diane,2021-01-26,14:51:22,Admin Support,Y,Y,40.0,288.0,6.0,,,,,-100
ID1442,Stewart,2021-01-26,14:51:22,Payment related,Y,Y,110.0,320.0,6.0,,,,,-100
ID1443,Diane,2021-01-26,15:15:50,Admin Support,Y,Y,109.0,52.0,2.0,,,,,-100
ID1444,Martha,2021-01-26,15:15:50,Contract related,Y,Y,116.0,308.0,6.0,,,,,-100
ID1445,Martha,2021-01-26,15:21:36,Streaming,Y,Y,82.0,138.0,4.0,,,,,-100
ID1446,Greg,2021-01-26,15:21:36,Contract related,Y,Y,65.0,149.0,8.0,,,,,0
ID1447,Dan,2021-01-26,15:25:55,Contract related,Y,Y,24.0,209.0,8.0,,,,,0
ID1448,Diane,2021-01-26,15:25:55,Payment related,Y,Y,125.0,82.0,10.0,,,,,100
ID1449,Greg,2021-01-26,15:28:48,Admin Support,Y,Y,87.0,64.0,10.0,,,,,100
ID1450,Jim,2021-01-26,15:28:48,Streaming,Y,Y,119.0,43.0,8.0,,,,,0
ID1451,Diane,2021-01-26,15:30:14,Contract related,Y,Y,94.0,46.0,8.0,,,,,0
ID1453,Dan,2021-01-26,15:37:26,Payment related,Y,Y,19.0,337.0,2.0,,,,,-100
ID1454,Dan,2021-01-26,15:37:26,Contract related,Y,Y,68.0,164.0,6.0,,,,,-100
ID1455,Joe,2021-01-26,16:00:29,Payment related,Y,Y,36.0,382.0,6.0,,,,,-100
ID1456,Martha,2021-01-26,16:00:29,Payment related,Y,Y,50.0,66.0,8.0,,,,,0
ID1458,Greg,2021-01-26,16:06:14,Contract related,Y,Y,60.0,134.0,6.0,,,,,-100
ID1459,Becky,2021-01-26,17:18:14,Contract related,Y,Y,38.0,418.0,2.0,,,,,-100
ID1460,Becky,2021-01-26,17:18:14,Contract related,Y,Y,115.0,375.0,6.0,,,,,-100
ID1461,Dan,2021-01-26,17:52:48,Streaming,Y,Y,82.0,397.0,2.0,,,,,-100
ID1462,Jim,2021-01-26,17:52:48,Technical Support,Y,Y,34.0,258.0,4.0,,,,,-100
ID1463,Diane,2021-01-27,9:10:05,Streaming,Y,Y,95.0,175.0,6.0,,,,,-100
ID1464,Diane,2021-01-27,9:10:05,Contract related,Y,Y,13.0,194.0,10.0,,,,,100
ID1465,Becky,2021-01-27,9:38:53,Technical Support,Y,Y,22.0,252.0,6.0,,,,,-100
ID1467,Martha,2021-01-27,9:41:46,Admin Support,Y,Y,86.0,172.0,2.0,,,,,-100
ID1468,Joe,2021-01-27,9:41:46,Contract related,Y,Y,20.0,263.0,8.0,,,,,0
ID1470,Martha,2021-01-27,9:54:43,Contract related,Y,Y,36.0,261.0,8.0,,,,,0
ID1471,Martha,2021-01-27,9:57:36,Streaming,Y,Y,118.0,207.0,8.0,,,,,0
ID1472,Stewart,2021-01-27,9:57:36,Contract related,Y,Y,40.0,246.0,8.0,,,,,0
ID1473,Jim,2021-01-27,10:43:41,Contract related,Y,Y,97.0,397.0,8.0,,,,,0
ID1474,Martha,2021-01-27,10:43:41,Contract related,Y,Y,75.0,170.0,8.0,,,,,0
ID1475,Dan,2021-01-27,11:09:36,Technical Support,Y,Y,61.0,159.0,6.0,,,,,-100
ID1476,Dan,2021-01-27,11:09:36,Streaming,Y,Y,125.0,365.0,10.0,,,,,100
ID1478,Dan,2021-01-27,12:40:19,Technical Support,Y,Y,33.0,352.0,10.0,,,,,100
ID1480,Martha,2021-01-27,13:00:29,Streaming,Y,Y,50.0,231.0,10.0,,,,,100
ID1481,Jim,2021-01-27,13:03:22,Admin Support,Y,Y,114.0,261.0,6.0,,,,,-100
ID1483,Dan,2021-01-27,13:07:41,Streaming,Y,Y,58.0,121.0,8.0,,,,,0
ID1484,Diane,2021-01-27,13:07:41,Streaming,Y,Y,86.0,207.0,4.0,,,,,-100
ID1485,Dan,2021-01-27,13:09:07,Streaming,Y,Y,45.0,233.0,10.0,,,,,100
ID1486,Dan,2021-01-27,13:09:07,Streaming,Y,Y,84.0,153.0,4.0,,,,,-100
ID1487,Diane,2021-01-27,13:22:05,Contract related,Y,Y,15.0,414.0,4.0,,,,,-100
ID1488,Stewart,2021-01-27,13:22:05,Admin Support,Y,Y,47.0,247.0,4.0,,,,,-100
ID1489,Dan,2021-01-27,13:27:50,Payment related,Y,Y,27.0,157.0,6.0,,,,,-100
ID1490,Martha,2021-01-27,13:27:50,Admin Support,Y,Y,49.0,84.0,8.0,,,,,0
ID1491,Joe,2021-01-27,13:52:19,Contract related,Y,Y,50.0,105.0,8.0,,,,,0
ID1492,Greg,2021-01-27,13:52:19,Streaming,Y,Y,87.0,301.0,4.0,,,,,-100
ID1493,Jim,2021-01-27,14:45:36,Admin Support,Y,Y,87.0,394.0,6.0,,,,,-100
ID1494,Jim,2021-01-27,14:45:36,Payment related,Y,Y,15.0,358.0,6.0,,,,,-100
ID1495,Dan,2021-01-27,14:54:14,Technical Support,Y,Y,123.0,409.0,10.0,,,,,100
ID1496,Becky,2021-01-27,14:54:14,Payment related,Y,Y,32.0,282.0,6.0,,,,,-100
ID1497,Stewart,2021-01-27,15:21:36,Payment related,Y,Y,10.0,85.0,10.0,,,,,100
ID1498,Dan,2021-01-27,15:21:36,Admin Support,Y,Y,19.0,283.0,4.0,,,,,-100
ID1499,Becky,2021-01-27,15:23:02,Admin Support,Y,Y,10.0,364.0,10.0,,,,,100
ID1501,Stewart,2021-01-27,15:40:19,Streaming,Y,Y,112.0,163.0,8.0,,,,,0
ID1502,Becky,2021-01-27,15:40:19,Contract related,Y,N,10.0,222.0,8.0,,,,,0
ID1503,Jim,2021-01-27,16:00:29,Admin Support,Y,Y,26.0,116.0,4.0,,,,,-100
ID1504,Martha,2021-01-27,16:00:29,Admin Support,Y,Y,96.0,389.0,8.0,,,,,0
ID1505,Dan,2021-01-27,16:01:55,Payment related,Y,Y,99.0,262.0,6.0,,,,,-100
ID1507,Jim,2021-01-27,16:10:34,Admin Support,Y,Y,77.0,195.0,10.0,,,,,100
ID1508,Joe,2021-01-27,16:10:34,Admin Support,Y,Y,16.0,321.0,8.0,,,,,0
ID1509,Martha,2021-01-27,16:58:05,Contract related,Y,Y,100.0,163.0,8.0,,,,,0
ID1510,Jim,2021-01-27,16:58:05,Contract related,Y,Y,27.0,309.0,6.0,,,,,-100
ID1511,Becky,2021-01-27,17:00:58,Payment related,Y,Y,31.0,267.0,2.0,,,,,-100
ID1512,Joe,2021-01-27,17:00:58,Contract related,Y,Y,33.0,392.0,4.0,,,,,-100
ID1513,Jim,2021-01-27,17:12:29,Streaming,Y,Y,107.0,187.0,8.0,,,,,0
ID1514,Dan,2021-01-27,17:12:29,Payment related,Y,Y,77.0,364.0,6.0,,,,,-100
ID1515,Jim,2021-01-27,17:18:14,Streaming,Y,Y,28.0,184.0,10.0,,,,,100
ID1517,Jim,2021-01-27,17:42:43,Contract related,Y,Y,93.0,56.0,8.0,,,,,0
ID1519,Jim,2021-01-28,9:04:19,Streaming,Y,Y,46.0,267.0,10.0,,,,,100
ID1520,Joe,2021-01-28,9:04:19,Streaming,Y,Y,14.0,341.0,6.0,,,,,-100
ID1521,Greg,2021-01-28,9:11:31,Admin Support,Y,Y,58.0,297.0,6.0,,,,,-100
ID1522,Martha,2021-01-28,9:11:31,Payment related,Y,Y,61.0,316.0,6.0,,,,,-100
ID1523,Martha,2021-01-28,9:12:58,Payment related,Y,Y,38.0,384.0,8.0,,,,,0
ID1524,Martha,2021-01-28,9:12:58,Payment related,Y,Y,39.0,336.0,6.0,,,,,-100
ID1525,Stewart,2021-01-28,9:46:05,Technical Support,Y,Y,87.0,94.0,8.0,,,,,0
ID1526,Stewart,2021-01-28,9:46:05,Technical Support,Y,Y,26.0,115.0,4.0,,,,,-100
ID1527,Greg,2021-01-28,10:04:48,Technical Support,Y,N,120.0,87.0,8.0,,,,,0
ID1528,Dan,2021-01-28,10:04:48,Payment related,Y,Y,123.0,117.0,8.0,,,,,0
ID1529,Diane,2021-01-28,10:40:48,Contract related,Y,Y,48.0,91.0,6.0,,,,,-100
ID1530,Diane,2021-01-28,10:40:48,Streaming,Y,N,58.0,155.0,2.0,,,,,-100
ID1531,Martha,2021-01-28,10:52:19,Contract related,Y,Y,90.0,285.0,6.0,,,,,-100
ID1532,Dan,2021-01-28,10:52:19,Payment related,Y,Y,104.0,371.0,10.0,,,,,100
ID1533,Stewart,2021-01-28,11:06:43,Streaming,Y,Y,41.0,188.0,8.0,,,,,0
ID1534,Greg,2021-01-28,11:06:43,Technical Support,Y,Y,26.0,107.0,10.0,,,,,100
ID1535,Becky,2021-01-28,11:21:07,Payment related,Y,Y,66.0,344.0,8.0,,,,,0
ID1536,Becky,2021-01-28,11:21:07,Admin Support,Y,Y,65.0,111.0,10.0,,,,,100
ID1537,Becky,2021-01-28,11:29:46,Admin Support,Y,Y,22.0,302.0,6.0,,,,,-100
ID1538,Joe,2021-01-28,11:29:46,Streaming,Y,N,96.0,234.0,2.0,,,,,-100
ID1539,Diane,2021-01-28,11:54:14,Technical Support,Y,Y,101.0,285.0,8.0,,,,,0
ID1540,Becky,2021-01-28,11:54:14,Admin Support,Y,Y,124.0,98.0,8.0,,,,,0
ID1541,Dan,2021-01-28,11:55:41,Contract related,Y,Y,28.0,325.0,6.0,,,,,-100
ID1542,Becky,2021-01-28,11:55:41,Contract related,Y,Y,90.0,229.0,6.0,,,,,-100
ID1543,Martha,2021-01-28,12:46:05,Contract related,Y,Y,111.0,235.0,10.0,,,,,100
ID1544,Becky,2021-01-28,12:46:05,Streaming,Y,Y,123.0,41.0,8.0,,,,,0
ID1546,Dan,2021-01-28,13:00:29,Streaming,Y,Y,101.0,322.0,8.0,,,,,0
